CD_CIRURGIA,DS_CIRURGIA,Codigo Tabela AMB,SN_ATIVO
1744,NEFROLITOTRIPSIA EXTRACORPOREA C/REAPLICACAO,31101259,S
1487,NEFROLITOTRIPSIA TRANS-NEFROSCOPIA P/ ONDAS DE CHOQUE,31101275,S
1745,NEFROLITOTRIPSIA PERCUTANEA (MEC/ EH/US),31101275,S
1489,NEFROLITOTRIPSIA TRANS-URETEROSCOPIA PERCUTANEA,31101275,S
1488,NEFROLITOTRIPSIA TRANS-URETEROSCOPIA MECANICA,31101275,S
1544,PIELOLITOTOMIA C/ NEFROLITOTOMIA SIMPLES,31101348,S
2259,TRANSURETERO ANASTOMOSE ,31101437,S
2065,URETEROENTEROSTOMIA CUTANEA UNILATERAL,31102034,S
1019,DESBLOQ ENDOSC DA URETER UNILATERAL,31102034,S
1446,FISTULA URETERO-CUTANEA - TRAT CIRURGICO,31102107,S
1068,URETEROCELE BILATERAL - RESSECCAO A CEU ABERTO,31102255,S
1067,URETEROCELE UNILATERAL - RESSEC A CEU ABERTO,31102255,S
1283,URETEROLITOTRIPSIA EXTRAC POR ONDA CHOQUE - REAPLIACAO,31102328,S
1824,URETEROLITOTRIPSIA EXTRACORPOREA C/REAPL,31102328,N
1284,URETEROLITOTRIPSIA EXTERNA P/ ONDA CHOQU,31102328,N
1082,URETEROPLASTIA,31102344,S
1325,URETEROENTEROPLASTIA,31102344,S
1471,AMPLIACAO VESICAL - CIRURGIA,31103014,S
1035,BEXIGA PSOICA,31103022,S
2296,BIOPSIA VESICAL A CEU ABERTO,31103049,S
2280,EXTROFIA VESICAL- TRATAMENTO CIRURGICO,31103278,S
2141,EXTROFIA VESICAL-CIRURGICO ,31103278,N
1637,CORNETO INF CAUTERIZACAO LINEAR C/ANES G,30501067,S
1110,CORRECAO CIRURGICA DE EPICANTUS,30301114,S
224,EPICANTO,30301114,S
1618,CORRECAO CIRURGICA DE LAGOFTALMO,30301157,N
1111,CORRECAO CIRURGICA DE LAGOFTALMO,30301157,S
2416,PALPEBRAS,30301165,S
2096,RECONST PARCIAL DE PALPEBRA,30301165,N
1619,RECONST PARCIAL DE PALPEBRA,30301165,S
1620,RECONST TOTAL DE PALPEBRA,30301173,S
1176,RECONST TOTAL DA PALPEBRA,30301173,N
1112,CORRECAO CIRURGICA DE PTOSE PALPEBRAL,30301181,S
226,PTOSE PALBREBAL,30301181,S
150,RESSECCAO TUMORES PALPEBRAIS COM RECONSTRUCAO,30301190,S
254,SUTURA OU RECONSTITUICAO DOS CANALICULOS,30301190,S
197,RESSECCAO TUMORES PALPEBRAIS E RECONSTRUCAO,30301190,S
228,TUMOR DE PALPEBRA - EXERESE,30301190,S
1812,RETRACAO PALPEBRAL,30301203,S
1113,CORRECAO CIRURGICA DE SIMBLEFARO,30301211,N
227,CORRECAO CIRURGICA DE SIMBLEFARO,30301211,S
1621,RECONSTRUCAO TOTAL DE SUPERCILIO,30301220,S
1177,RECONST TOTAL DE SUPERCILIOS,30301220,N
1022,TARSORRAFIA,30301246,S
1811,TELECANTO,30301254,S
229,XANTELASMA,30301270,S
1807,CORRECA DA ENOFTALMIA,30302013,S
2965,DESCOMPRESSAO DE ORBITA POR DOENCA OU TRAUMA,30302021,S
1942,DESCOMPRESSAO ORBITARIA-TRANS-MAXILO-ETM,30302021,S
691,DESCOMPRESSAO DE ORBITA,30302021,S
1222,DESCOMPRESSAO DE ORBITA,30302021,N
723,DESCOMPRESSAO DE ORBITA,30302021,N
1810,EXENTERACAO COM ENXERTO OU RETALHO,30302030,S
1968,EXENTERACAO DE ORBITA,30302048,N
199,EXENTERACAO DE ORBITA,30302048,S
1875,RESSECCAO TUMORES CAVIDADE ORBITARIA,30302056,N
714,FRATURA DE ORBITA - REDUCAO CIRURGICA,30302064,S
715,FRATURA ORBITA - RED CIRURGICA C/ ENXERTO OSSEO,30302072,S
1808,IMPLANTE SECUNDARIO,30302080,S
1627,MICROCIRURGIA PARA TUMORES ORBITARIOS,30302099,S
2487,RECONSTITUI��O DE PAREDES ORBITARIAS,30302102,S
725,RECONST PAREDES ORBITARIAS,30302102,S
1960,RECONST PARCIAL DA CAVIDADE ORBITARIA,30302110,S
1181,RECONST CAVIDADE ORBITARIA COM RETALHO,30302110,S
2486,RECONSTRU��O TOTAL DE CAVIDADE ORBIT�RIA,30302129,S
1809,RECONSTRUCAO TOTAL/ PARCIAL CAVIDADE ORBITARIA,30302129,N
1121,RECONST TOTAL DE CAVIDADE ORBITARIA,30302129,S
1166,TUMOR INTRA-ORBITARIO - RESSECCAO,30302137,S
724,EXERESE DE TUMOR MALIGNO INTRA-OCULAR,30302137,S
200,RESSECCAO TUMOR EM ORBITA FECHADA,30302137,S
198,RESSECCAO TUMOR CAVIDADE ORBITARIA,30302137,S
1553,TRANSPLANTE CONJUNTIVAL,30303010,S
1253,PLASTICA DE CONJUNTIVA,30303052,S
2434,PTERIGIO,30303060,S
1389,PTERIGIO - EXERESE,30303060,S
1390,RECONST CAVIDADE CONJUNTIVA,30303079,S
1970,SUTURA DE CONJUNTIVA,30303087,S
1552,TUMOR CONJUTIVA-EXERESE,30303109,S
1969,CORPO ESTRANHO CORNEA,30304032,S
468,RECOBRIMENTO CONJUNTIVAL,30304059,S
2046,SUTURA CORNEA (COM OU SEM HERNIA DE IRIS,30304067,S
1414,PARACENTESE DA CAMARA ANTERIOR,30305012,S
1457,RECONST CAMARA ANTERIOR,30305020,S
1416,REMOCAO DE HIFEMA DA CAMARA ANTERIOR,30305039,S
1274,CORPO ESTRANHO CAMARA ANTERIOR DO OLHO,30305047,S
1415,RETIRADA CORPO ESTRANHO CAMARA ANTERIOR,30305047,S
1417,CAPSULECTOMIA (YAG OU CIRURGIA),30306019,S
3158,BRONCOSCOPIA COM BIOPSIA TRANSBRONQUICA COM ACOMPANHAMENTO R,40202054,S
2336,TRAQUEOSCOPIA C/ RETIRADA DE PAPILOMA,40202763,S
2319,"LARINGOSCOPIA/TRAQ C/LASER EXERESE DE PAPILOMA,POLIPO,NODULO",40202763,S
1297,MEATOTOMIA SIMPLES,31104142,S
1066,MEATOTOMIA ENDOSCOPIA BILATERAL,31104142,S
2084,RESSECCAO PROLAPSO DE MUCOSA,31104169,S
2343,RESSECCAO CARUNCULA,31104169,S
2304,RESSECCAO VALVULA-URETRA POSTERIOR,31104177,S
2013,ATRESIA ESOF PED S/FIST(DUPL ESTOMIA)CIR,31001025,S
459,RECONST ESOFAGO CERVICAL OU TORACICO,31001289,S
1424,MEGAESOFAGO PED - TRAT CIRURGICO,31001181,S
82,DEGASTROGASTRECTOMIA,31002030,S
2321,GASTRECTOMIA POLAR SUPERIOR S/ TORACTOM,31002102,S
1899,VAGOTOMIA COM OPERACAO DE DRENAGEM,31002250,S
2135,ANOMALIA ANORRETAL PED - CORRECAO VIA SAGITAL POSTERIOR,31003036,S
2327,COLECTOMIA PARCIAL COM COLOSTOMIA,31003168,S
2395,COLECTOMIA,31003176,S
2497,COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA,31003176,S
44,COLECTOMIA PARCIAL COM OU SEM COLOSTOMIA,31003176,S
2491,ENTERECTOMIA,31003281,S
2195,ENTERECTOMIA PEDIATRICA,31003281,S
2211,ESPORAO RETAL PED - PLASTICA,31003338,S
1428,PANCREAS ANULAR PED - TRAT CIRURGICO,31003486,S
3210,VIDEOCOLECISTECTOMIA COM COLANGIO,31005470,S
2394,VIDEO COLECISTECTOMIA,31005470,S
242,COLEDOCO OU HEPATICO - JEJUNOSTOMIA,31005152,S
239,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA,31005446,S
353,RESSECCAO METASTASE HEPATICA,31005268,S
913,RESSECCAO CISTO HEPATICO,31005365,S
79,RESSECCAO TUMOR DE VIA BILIAR SEM HEPATECTOMIA,31005381,S
2215,ESPLENECTOMIA PARCIAL,31007023,S
294,ESPLENECTOMIA TOTAL OU PARCIAL,31007031,S
920,ESPLENORRAFIA,31007040,S
2478,HERNIOPLASTIA EPIGASTRICA,31009093,S
187,HERNIORRAFIA EPIGASTRICA,31009093,S
265,HERNIORRAFIA INGUINAL - UNILATERAL,31009115,S
184,HERNIORRAFIA INGUINAL,31009115,S
2097,TRATAMENTO CIRUR REPARADOR NARIZ EM SELA,30501415,S
2014,NASO-ANGIOFIBROMA - RESSECCAO TRANSMAXILAR,30502012,S
1369,ARTERIA MAXILAR INT-LIGADURA TRANSANTRAL,30502039,S
590,FISTULA ORO-ANTRAL - CORRECAO CIRURGICA,30502110,S
512,SINUSECTOMIA FRONTO-ETMOIDAL EXTERNA,30502225,S
2464,BLOQUEIO FENOLICO ALCOOLICO OU COM TOXINA BOTULINICA,20103140,S
3185,CISTOSCOPIA,40201066,S
2354,ENDOSCOPIA DIGESTIVA ALTA,40201120,S
1891,DESOBSTRUCAO BRONQUICA C/LASER E ELETROCAUTERIO,40202151,S
2308,DESOBSTRUCAO BRONQUICA POR BRONCOASPIRACAO,40202160,S
3109,BIOPSIA DE LARINGE,40202364,S
2069,"LARINGOSCOPIA C/MICROSC EXERESE POLI,NOD",40202364,N
2318,LARINGOSCOPIA C/MICROSC EXERESE PAPILOMA/POLIPO/NODULO,40202364,S
2317,"LARINGOSCOPIA/TRAQ C/ EXERESE POLIPO,NODULO,PAPILOMA",40202399,S
3146,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR,30306027,S
2433,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL,30306027,S
2349,FACECTOMIA COM IMPLANTE DE LIO,30306035,S
1936,IMPLANTE SECUNDARIO LENTE INTRA-OCULAR,30306060,S
3123,EXPLANTE DE LENTE INTRA OCULAR,30306078,S
1804,BIOPSIA TUMOR VIA PARS PLANA,30307015,S
1768,BIOPSIA VITREO VIA PARS PLANA,30307023,S
1803,ENDO (LASER-CRIOTERAPIA-DIATERMIA),30307031,S
960,IMPLANTE DE SILICONE INTRA-VITREO,30307040,S
1801,INFUSAO DE PERFLUOCARBONO,30307058,S
1800,MEMBRANECTOMIA PERIRRETINIANA,30307066,S
1802,TROCA DE FLUIDO GASOSA - POS OPERATORIO,30307090,S
1799,VITRECTOMIA ACEU ABERTO,30307104,S
1790,VITRECTOMIA ANTERIOR COM CERATOPROTESE,30307112,S
961,VITRECTOMIA ANTERIOR,30307112,S
2439,VITRECTOMIA POSTERIOR,30307120,S
962,VITRECTOMIA (VIAS PARS PLANA),30307120,S
963,BIOPSIA ESCLEROTICA,30308011,S
1791,ENXERTO DE ESCLERA,30308020,N
964,SUTURA DA ESCLERA,30308038,S
966,ENUCLEACAO COM IMPLANTE OU EVICERACAO,30309018,S
965,ENUCLEACAO SEM IMPLANTE OU EVICERACAO,30309018,S
1914,RECONST GLOBO OCULAR C/ LESAO ESTRUTURAS INFR,30309034,S
983,BIOPSIA IRIS E CORPO CILIAR,30310016,S
984,CICLODIATERMIA - IRIS E CORPO CILIAR,30310024,S
985,CIRURGIA ANTIGLAUCOMATOSAS (QQTECNICA),30310032,S
1874,IMPLANTES VALVULARES,30310040,S
1792,DRENAGEM DE DESCOLAMENTO DE COROIDE,30310059,S
1794,CIRURGIA DE GLAUCOMA CONGENITO,30310075,S
2438,IRIDECTOMIA CIRURGICA,30310083,S
253,IRIDOCICLECTOMIA,30310091,S
1950,SINEQUIOTOMIA (CIRURGICA),30310105,S
1330,RESSECCAO DE SINEQUEIAS(NINFAS),30310105,S
1793,SINEQUIOTOMIA (LASER),30310113,S
722,ESTRABISMO - INCLUSIVE BILATERAL,30311047,S
1649,APLICACAO DE PLACA RADIATIVA EPISCLERAL,30312019,S
1651,BIOPSIA RETINA,30312027,S
1795,FOTOCOAGULACAO A LASER,30312043,S
1951,PANCRIOTERAPIA PERIFERICA,30312060,S
1650,REMOCAO DE IMPLANTE EPISCLERAL,30312078,S
1974,RETINOPEXIA C/ INTROFEXAO ESCLERAL (QQ TECNIC,30312086,N
246,RETINOPEXIA C/INTROFLEXAO  ESCLERAL - QUALQUER TECNICA,30312086,S
245,RETINOPEXIA PROFILATICA (CRIOPEXIA),30312108,S
1652,CIRURGIA DE GLANDULA LACRIMAL,30313015,S
297,DACRIOCISTECTOMIA,30313023,S
2052,DESTRUICAO ESTRUTURAS CEREBRAIS PROFUD,40601226,S
332,HERNIORRAFIA LOMBAR,31009131,S
2417,HERNIOPLASTIA UMBILICAL,31009166,S
334,HERNIORRAFIA UMBILICAL,31009166,S
2163,EXERESE NEUROBLASTOMA ABDOMINAL,31009204,S
1420,ONFALOCELE/GASTROSQUISE 2 TEMPO - TRAT CIRURGICO,31009239,S
2379,PARACENTESE ABDOMINAL,31009247,S
3126,HERNIORRAFIA VENTRAL,31009263,S
331,HERNIORRAFIA INGUINAL - BILATERAL,31009263,S
2125,NEFRECTOMIA RADICAL OU POR TUMOR MALIGNO,31101186,S
1314,NEFRECTOMIA TOTAL,31101194,S
1542,PIELOLITOTOMIA,31101356,S
1546,PIELOTOMIA EXPLORADORA,31101380,S
1018,BIOPSIA URETER - CIRURGICA,31102018,S
1115,FISTULA URETERO-VAGINAL UNIL - TRAT CIRURGICO,31102123,S
1324,URETERECTOMIA,31102247,S
2274,CISTORRAFIA (TRAUMA),31103162,S
2109,COLO VESICAL- RESSECCAO ENDOSCOPIA,31103219,S
3131,CORPO ESTRANHO - EXTRACAO ENDOSCOPICA,31103235,S
2279,DIVERTICULECTOMIA,31103243,S
2281,FISTULA VESICO UTERINA - TRAT CIRURGICO,31103316,S
2203,NEOBEXIGA RETAL,31103499,N
1819,NEOBEXIGA RETAL CONTINENTE,31103499,S
861,POLIPOS VESICAIS - RESSECCAO URINARIA,31103383,S
2204,POLIPOS VESICAIS - RESSECCAO ENDOSCOPICA,31103391,S
1833,REIMPLANTE URETERO-VESICAL A BOARI,31103413,S
2356,ECODOPPLER TRANSESOFAGICO,40901092,S
2344,TRAQUEOSCOPIA C/ DILATACAO PARA ESTENOSE,40202429,S
2334,"TRAQUEOSCOPIA P/DIAGNOST,COLH MAT, BIOPS",40202429,S
1237,DIVERTICULO URETRAL - TRATAMENTO CIRURGICO,31104053,S
1506,URETROMIA INTERNA C/ PROTESE P/ ESTENOS,31104231,S
2184,ATRESIA ESOF PEDC/FISTULA TRAQ - TRAT CIRURGICO,31001017,S
1851,GASTROPLASTIA - ESOFAGOPLASTIA,31001076,S
923,ESOFAGORRAFIA TORACICA,31001211,S
921,ESOFAGOSTOMIA,31001220,S
460,RECONST ESOFAGO CERV E TORACICO COM,31001270,S
2320,REINTERVENCAO TRANSICAO ESOFAGO-GASTRICA,31001149,S
1470,SUBST ESOF PED - COLON OU TUBO GASTRICO,31001165,S
2324,SEPTACAO GASTRICA (CIRURGIA DE OBESIDADE,31002218,S
2136,ANOMA ANORRETAL PED - TRAT CIRURGICO VIA ABDOMINO-PER,31003044,S
2498,COLECTOMIA TOTAL EM ONCOLOGIA,31003630,S
2194,DUPLICACAO DO TUBO DIGESTIVO PED - TRAT CIRURGICO,31003273,S
2200,INVAGINACAO INTESTINAL - RESSECCAO,31003427,S
931,INVAGINACAO INTESTINAL S/RESSECCAO - TRAT CIRURGICO,31003435,S
2201,MA-ROTACAO INTESTINAL PED - TRAT CIRURGICO,31003451,S
1423,MEGACOLON CONGENITO PED - TRAT CIRURGICO,31003460,S
3173,ABDOMEM AGUDO PERFURADO,31003494,S
1429,PERFURACAO DUODENAL OU DELGADO PED - TRAT CIRURGICO,31003494,S
3076,DRENAGEM DE ABSCESSO ANU RETAL,31004016,S
2378,ABSCESSO ANO RETAL,31004016,S
98,FISSURECTOMIA,31004105,S
2488,BIOPSIA HEPATICA POR VIDEOLAPAROSCOPIA,31005675,S
120,COLECISTECTOMIA,31005144,S
243,COLEDOCO - DUODENOSTOMIA,31005179,S
342,DESVASCULARIZACAO HEPATICA,31005233,S
351,HEPATECTOMIA,31005276,S
182,ABSCESSO OU CISTO HEPATICO - DRENAGEM  INTERNA,31005276,S
189,SEQUESTRECTOMIA HEPATICA,31005403,S
1460,PSEUDOCISTO PANCREAS PED - DRENAGEM EXTERNA,31006108,S
1502,EPIPLOPLASTIA,31008054,S
3091,HERNIORRAFIA CRURAL POR VIDEOLAPAROSCOPIA,31009328,S
1396,LAPAROTOMIA C/BIOPSIA ,31009352,S
1174,ABSCESSO RENAL OU PERI-RENAL -  DRENAGEM,31101011,S
1142,ABSCESSO RENAL - DRENAGEM CIRURGICA,31101011,S
805,ANGIOPLASTIA RENAL A CEU ABERTO,31101046,S
1313,LOMBOTOMIA EXPLORADORA,31101127,S
1771,NEFRECTOMIA LAPAROSCOPICA BILATERAL,31101569,S
1989,DACRIOCISTORRINOSTOMIA,30313031,S
269,RECONST VIAS LACRIMAIS C/ VEIA SAFENA OU SILICONE,30313058,S
255,SONDAGEM VIAS LACRIMAIS C/SEM LAVAGEM,30313066,S
213,EXERESE TUMOR,30401038,S
1214,OUTRO DEFEITO CONGENITO QUE NAO A MICROT,30401046,S
1183,RECONST POLO SUPERIOR DA ORELHA,30401054,S
1182,RECONST DA HELIX DA ORELHA,30401062,S
1210,RECONS TOTAL ORELHA (MULT ESTAGIOS),30401062,S
2081,RECONST TOTAL DA ORELHA (UM ESTAGIO),30401070,S
230,RESSECCAO TUMOR DE PAVILHAO AURICULAR,30401089,S
214,EXERESE TUMOR COM RECONSTRUCAO ENXERTO ORELHA,30401097,S
2105,TRATAMENTO CIRUR SINUS PRE AURICULAR,30401100,S
416,CISTO PRE-AURICULAR (COLOBOMA AURIS) - EXERESE,30402034,S
1128,CORPO ESTRAN/POLIPO NO OUVIDO - RETIR EM HOSPITAL C/ ANESTESIA,30402050,S
2051,ESTENOSE DE CONDUTO AUDITIVO EXTERNO,30402069,S
1331,PERICONDRITE PAVILHAO - TRAT CIRURGICO,30402085,S
1332,TUMOR BENIGNO DE C A E - EXERESE,30402093,S
1211,TUMOR ORELHA - EXCISAO E SUTURA,30402093,S
2348,ESTAPEDECTOMIA,30403030,S
1333,ESTAPEDECTOMIA OU ESTAPEDOTOMIA,30403030,S
1941,EXPLORACAO E DESCOMPRESSAO PARCIAL DO NERVO FACIAL INTRATEMPORAL,30403049,S
2011,VENTRICULO - CISTERNOSTOMIA,40707083,S
1785,NODULECTOMIA PRECISAO NODULO CENT A TOMO,40710050,S
1130,IMPERFURACAO COANAL - CORRECAO CIRURGICA TRANSPLATINA,30501253,S
755,PLASTICA TRANSPALATINA P/ ATRESIA COANAL,30501253,S
1328,RINOSSEPTOPLASTIA,30501350,N
1108,RINOSSEPTOPLASTIA,30501350,S
1107,TRATAMENTO CIRUR ATRESIA NARINARIA,30501385,S
1944,CISTO NASO-ALVEOLAR E GLOBULAR - EXERESE,30502047,S
1992,RESSECCAO MAXILAR SUPERIOR INCLUINDO EX,30502152,S
733,COSTECTOMIA,30601029,S
1204,RECONST PAREDE TORACICA C/ RETALHO MUSCULAR,30601118,S
1484,MAMOPLASTIA MAMA OPOSTA APOS RECONSTRUCAO MASCT,30602173,S
2423,MAMOPLASTIA,30602173,S
1590,MAMOSPLASTIA MAMA OP APOS RECONST P/MAST,30602173,N
1930,RESSECCAO SEGMENTAR C/ ESVAZIAMENTO AXILAR,30602190,N
386,RESSECCAO SEGMENTAR DE MAMA C/ESVAZIAMENTO GANGLIONAR,30602190,S
2115,RECONSTRUCAO DE MAMA,30602246,S
73,CATETERISMO VESICAL EM RETENCAO URINARIA,20104049,S
1173,DILATACAO URETRAL (SESSAO),20104111,S
1876,BRONCOSCOPIA C/ OU S/ASPIRADOR LAVADO BRONQUICO,40201058,S
3168,URETEROSCOPIA FLEXIVEL UNILATERAL,40201279,S
2355,LAPAROSCOPIA,40202046,S
1523,TRATAMENTO ENDOSCOPICO DE HEMOPTISE ,40202631,S
1856,TUMOR VESICAL - FOTOCOAGULACAO A LASER,31103448,S
1474,NEFROURETERECTOMIA COM RESSECCAO VESICAL,31101321,S
1016,TUMOR RENAL BENIGNO: EXERESE,31101453,S
2256,TUMOR WILMS - TRAT CIRURGICO,31101461,S
1264,IMPLANTE DE PROTESE URETERAL - TRAT CIRURGICO,31102042,S
1820,COLOCACAO CIRURGICA DE DUPLO J,31102042,S
1021,DILATACAO ENDOSC DA URETER - UNILATERAL,31102085,S
2155,REIMPL URETER UNILATERAL - VIA EXTRAVESICAL,31102182,S
2154,REIMPL URETER BILATERAL - VIA EXTRAVESICAL,31102182,S
1151,URETEROCISTONEOSTOMIA - UNILATERAL,31102182,S
1031,URETERONEOCISTOSTOMIA,31102182,S
1787,URETEROILEOCISTOSTOMIA UNILATERAL,31102271,S
2492,URETERORENOLITOTRIPSIA FLEXIVEL UNILATERAL,31102360,S
1825,URETERORRENOLITOTRIPSIA UNILATERAL,31102379,S
2428,URETERORENOLITOTRIPSIA RIGIDA UNILATERAL,31102565,S
1774,URETEROSSIGMOIDOSTOMIA UNILATERAL,31102417,S
3138,URETEROTOMIA INTERNA TRANSUTERESCOPICA FLEXIVEL,31102441,S
1034,URETEROTOMIA TRANSURETEROSCOPICA,31102441,S
2088,CISTOLITOTOMIA TRANSCISTOSCOPICA,31103090,S
1990,TUMOR VESICAL - RESSECCAO A CEU ABERTO,31103090,S
1452,CISTOLITOTOMIA,31103090,S
2805,CISTOSTOMIA CIRURGICA,31103170,S
1447,CISTOSTOMIA - TRAT CIRURGICO,31103170,S
860,INCONTINENCIA URINARIA - TRAT ENDOCOPICO C/INJECAO,31103367,S
1980,RECONST CAVIDADE ORBITC/ RETAL MUSC EXP,41301030,N
3178,CORDOCENTESE,41301110,S
1798,ERECAO FARMACO-INDUZIDA,41301145,S
1671,COAGULECTOMIA PLEURAL PRECOCE,40304566,S
2421,DRENAGEM DE ABCESSO COXA,40804046,S
2306,URETROTOMIA EXTERNA P/ RETIRADA CALCULO/CORPO ESTRANHO,31104037,S
1235,CALCULO/CORPO ESTR URETRA - EXTRACAO CIRURGICA,31104037,S
1294,FISTULA URETRO-CUTANEA - CORRECAO CIRURGICA,31104088,S
1295,FISTULA URETRO-VAGINAL - CORRECAO CIRURGICA,31104100,S
922,ESOFAGORRAFIA CERVICAL,31001203,S
362,TRATAMENTO CIRUR VARIZES ESOFAGI,31001173,S
143,DERIVACAO ESOFAGICA SEM TORACOTOMIA,31001190,S
116,TUNELIZACAO ESOFAGICA,31001190,S
81,CONVERSAO DE ANASTOMATOSE GASTROJEJUNAL,31002021,S
1919,GASTRECTOMIA PARCIAL COM LINFADENECTOMIA,31002064,S
1888,FECHAMENTO DE GASTROSTOMIA,31002056,S
69,TRATAMENTO CIRUR VARIZES GASTRICAS,31002242,S
45,COLECTOMIA TOTAL,31003192,S
217,ILEOSTOMIA,31003192,S
981,COLOTOMIA E COLORRAFIA,31003230,S
2193,EXERESE DIVERTICULO DE MECKEL PED,31003265,S
1461,ENTEROCOLITE NECROT PED -TRAT CIRURGICO,31003303,S
2736,RETOSSIGMOIDECTOMIA ABOMINO-PEIRNEAL EM ONCOLOGIA,31003559,S
2735,RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA,31003559,S
978,RETOSSIGMOIDECTOMIA ABDOMINAL,31003559,S
13,RECONST ESFINCTER ANAL POR PLASTICA,31004270,S
2462,BIOPSIA HEPATICA POR LAPAROTOMIA,31005063,S
2188,CISTO COLEDOCO PED - TRAT CIRURGICO,31005098,S
188,RESSECCAO CISTO DE COLEDOCO,31005098,S
2214,BIOPSIA PANCREAS POR LAPAROTOMIA,31006019,S
2481,IMPLANTE DE CATETER TIPO TENCKHOFF OU SIMILAR P/DPI,31008070,S
3092,HERNIORRAFIA INGUINAL POR VIDEOLAPAROSCOPIA,31009336,S
2148,NEFRECTOMIA PARCIAL C/ URETERECTOMIA,31101151,S
1065,NEFROPEXIA,31101283,S
2036,NEFRORRAFIA (TRAUMA),31101291,S
1987,BIOPSIA ENDOSCOPICA URETER - ESCOVADELA,31102026,S
1281,IMPLANTE PROTESE URETERAL - NEFROSCOPICA,31102069,S
1821,COLOCACAO NEFROSCOPICA DE DUPLO J,31102069,S
1850,CORRECAO REFLUXO VESICO-URETERAL,31102530,S
1500,DUPLICACAO PIELOURETERAL- TRAT CIRURGICO,31102093,S
1776,URETEROILEOSTOMIA CUTANEA UNILATERAL,31102280,S
1263,URETEROLITOTOMIA TRANSURETEROSCOPICA,31102301,S
1083,URETEROLITOTOMIA,31102301,S
1392,URETEROLITOTRIPSIA EXTRACORPOREA - 1� SESSAO,31102310,S
1823,URETEROLITOTRIPSIA EXTRACORPOREA C/1 SESS�O,31102310,N
1955,URETEROLITOTRIPSIA EXTRACORPOREA DOADOR,31102310,N
1829,URETEROLISE LAPAROSCOPICA,31102522,S
1827,URETEROPLASTIA LAPAROSCOPICA,31102522,S
1358,URETEROPLASTIA CUTANEA BILATERAL,31102522,S
2313,CISTECTOMIA PARCIAL,31103065,S
2248,CISTOLITOTRIPSIA EXTRACORPOREA C/ REAPLICACOES,31103111,S
2038,CISTOLITOTRIPSIA EXT P/ ONDA CHOQUE -  OUTRAS,31103111,S
2067,CISTOPLASTIA REDUTORA,31103154,S
2068,FISTULA VESICOCUTANEA - TRAT CIRURGICO,31103286,S
2411,CORRECAO DE INCONTINENCIA URINARIA,31103340,S
1858,INCONTINENCIA URINARIA - SUSPENSAO ENDOSCOPICA DE COLO,31103340,S
405,INCONTINENCIA URINARIA - TRAT CIRUGICO C/COLPOPLASTIA,31103375,S
1226,OZENA - TRAT CIRURGICO,30501261,S
1308,PERFURACAO SEPTO NASAL - CORRECAO CIRURGICA,30501270,S
1023,CORRECAO CIRURGICA DA PERFURACAO SEPTO NASAL,30501270,S
679,TURBINECTOMIA,30501458,S
3148,ANTROSTOMIA MAXILAR INTRANASAL,30502020,S
1456,ANTROSTOMIA MAXILAR INTRANASAL,30502020,S
3149,ETMOIDECTOMIA INTRANASAL,30502080,S
507,ETMOIDECTOMIA INTRANASAL,30502080,S
1654,"SINUSECTOMIA (MAXILAR,ETMOIDAL,ESFENOIDA",30502209,S
1368,SINUSECTOMIA TRANSMAXILAR-ERMIRO LIMA UN,30502241,S
2222,TU PAREDE TORAXICA-EXERESE,30601010,S
736,DEFORMIDADE TORACICA - CORRECAO DE PECTUS,30601010,S
716,DEFORMIDADE TORACICA - CORRECAO CIRURGICA,30601010,S
1498,EXERESE LESAO MAMA P/ MARCACAO ESTEROTAXICA,30602076,S
1593,EXERESE LESAO MAMA P/ MARCACAO ESTEREOTAXICA,30602076,N
1572,FISTULECTOMIA DE MAMA,30602106,N
626,FISTULECTOMIA DA MAMA,30602106,S
1503,GINECOMASTIA - CORRECAO CIRURGICA,30602114,N
1412,GINECOMASTIA - CORRECAO CIRURGICA POR MAMA,30602114,S
685,PLASTICA MAMARIA MASC (GINECOMASTIA)P/MA,30602114,S
2785,SEGMENTECTOMIA /QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA,30602203,S
503,RESSECCAO SEGMENTAR DE MAMA,30602203,S
385,RESSECCAO SETOR MAMARIO,30602203,S
1591,RECONST PLACA AREOLO-PAPILAR,30602211,N
1485,RECONST PLACA AREOLO-PAPILAR,30602211,S
1200,RECONST PLACA AREOLO MAMILAR,30602211,S
15,PLETISMOGRAFIA DE MEMBRO SUPERIOR,41501195,S
14,PLETISMOGRAFIA DE MEMBRO INFERIOR,41501195,S
425,FISTULA ARTERIO VENOSA CONGENITA - CIRURGIA RADICAL,30908051,S
2769,RESSECCAO DE PARTES MOLES DAS EXTREMIDADES C/ RECONSTRUCAO EM ONCOLOGIA,40805077,S
24,COLONOSCOPIA,40201082,S
1575,DILATACAO P/ TRAT ESTENOSE LARINGO TRAQUEAL,40202178,S
2309,DILATACAO DE ESTENOSE BRONQUICA ,40202178,S
